SCAN REPORT FOR: https://www.meta.ai/media
DATE: 27/01/2026, 22:37:13
=================================================================================
TYPE | TAG | ID | CLASS | ROLE | ARIA-LABEL | TEXT | XPATH
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1f_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1f_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[24]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[24]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[24]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[24]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1h_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1h_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1h_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1h_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Night Road Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[25]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Night Road Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[25]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Night Road Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[25]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[25]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1j_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1j_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1j_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1j_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"animate asdas" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[26]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"animate asdas" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[26]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"animate asdas" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[26]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[26]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1l_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1l_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1l_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1l_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"animate erq" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[27]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"animate erq" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[27]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"animate erq" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[27]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[27]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1n_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1n_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1n_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1n_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Animating a somber portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[28]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Animating a somber portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[28]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Animating a somber portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[28]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[28]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1p_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1p_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1p_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1p_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[29]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[29]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[29]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[29]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1r_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1r_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1r_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1r_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[30]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[30]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Animate Old Man Portrait" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[30]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[30]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1t_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1t_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1t_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1t_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[31]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[31]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[31]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[31]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_1v_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_1v_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1v_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1v_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Animating a detailed brown eye" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[32]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Animating a detailed brown eye" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[32]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Animating a detailed brown eye" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[32]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[32]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_21_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_21_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_21_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_21_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[33]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[33]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[33]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[33]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_23_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_23_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_23_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_23_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Animate portrait of older man" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[34]
[VISIBLE] | BUTTON | ID:- | CLASS:peer/menu-button.group-hover/menu-item:bg-fill-secondary-elevated.group-has-focus-visible/menu-item:bg-fill-secondary-elevated.group-data-[menu-open=true]/menu-item:bg-fill-secondary-elevated.active:bg-fill-secondary-elevated.data-[active=true]:bg-fill-secondary-elevated.text-subheadline.data-[active=true]:text-subheadline-medium.data-[state=open]:hover:bg-fill-secondary-elevated.data-[state=open]:hover:text-text-primary.flex.h-8.w-full.cursor-pointer.items-center.gap-1.5.overflow-hidden.rounded-xl.py-1.5.text-start.select-none.-outline-offset-2.ps-2.pe-3 | ROLE:- | ARIA:- | TEXT:"Animate portrait of older man" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[34]/BUTTON[1]
[VISIBLE] | SPAN | ID:- | CLASS:min-w-0.flex-1.truncate | ROLE:- | ARIA:- | TEXT:"Animate portrait of older man" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[34]/BUTTON[1]/SPAN[1]
[VISIBLE] | DIV | ID:- | CLASS:contents | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[34]/DIV[1]
[HIDDEN] | BUTTON | ID:radix-_r_25_ | CLASS:enabled:active:scale-98.inline-flex.shrink-0.cursor-pointer.items-center.justify-center.rounded-full.focus:not-focus-visible:outline-none.transition-transform.duration-150.ease-in-out.disabled:cursor-not-allowed.disabled:opacity-50.select-none.size-8.hover:enabled:bg-fill-secondary-elevated.enabled:active:filter-[brightness(0.965)].dark:enabled:active:filter-[brightness(0.9)].text-text-secondary.absolute.end-0.top-0.rounded-xl!.-outline-offset-2.opacity-0.group-hover/menu-item:opacity-100.group-has-focus-visible/menu-item:opacity-100.focus:opacity-100.data-[state=open]:opacity-100 | ROLE:- | ARIA:More options | TEXT:"" | XPATH://*[@id="radix-_r_25_"]
[VISIBLE] | svg | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_25_"]/svg[1]
[VISIBLE] | path | ID:- | CLASS:- | ROLE:- | ARIA:- | TEXT:"" | XPATH://*[@id="radix-_r_25_"]/svg[1]/path[1]
[VISIBLE] | LI | ID:- | CLASS:group/menu-item.relative | ROLE:- | ARIA:- | TEXT:"Eye Animation" | XPATH://*[@id="radix-_r_1_"]/DIV[1]/UL[1]/LI[35]
